file	sample	format	type	num_seqs	sum_len	min_len	avg_len	max_len
MEMO018/READ/TRIMMED/MEMO018.Hostout.unpaired.fastq.gz	MEMO018	FASTQ	DNA	120858	11657825	50	96.5	130
MEMO019/READ/TRIMMED/MEMO019.Hostout.R1.fastq.gz	MEMO019	FASTQ	DNA	539679	54362906	50	100.7	130
MEMO019/READ/TRIMMED/MEMO019.Hostout.R2.fastq.gz	MEMO019	FASTQ	DNA	539679	54272477	50	100.6	130
MEMO019/READ/TRIMMED/MEMO019.Hostout.unpaired.fastq.gz	MEMO019	FASTQ	DNA	196963	18334883	50	93.1	130
MEMO021/READ/TRIMMED/MEMO021.Hostout.R1.fastq.gz	MEMO021	FASTQ	DNA	418356	37020953	50	88.5	130
MEMO021/READ/TRIMMED/MEMO021.Hostout.R2.fastq.gz	MEMO021	FASTQ	DNA	418356	36977608	50	88.4	130
MEMO021/READ/TRIMMED/MEMO021.Hostout.unpaired.fastq.gz	MEMO021	FASTQ	DNA	202623	17328649	50	85.5	130
MEMO022/READ/TRIMMED/MEMO022.Hostout.R1.fastq.gz	MEMO022	FASTQ	DNA	333083	37400496	50	112.3	130
MEMO022/READ/TRIMMED/MEMO022.Hostout.R2.fastq.gz	MEMO022	FASTQ	DNA	333083	37326746	50	112.1	130
MEMO022/READ/TRIMMED/MEMO022.Hostout.unpaired.fastq.gz	MEMO022	FASTQ	DNA	111879	11350635	50	101.5	130
MEMO023/READ/TRIMMED/MEMO023.Hostout.R1.fastq.gz	MEMO023	FASTQ	DNA	670999	80473102	50	119.9	130
MEMO023/READ/TRIMMED/MEMO023.Hostout.R2.fastq.gz	MEMO023	FASTQ	DNA	670999	80314114	50	119.7	130
MEMO023/READ/TRIMMED/MEMO023.Hostout.unpaired.fastq.gz	MEMO023	FASTQ	DNA	159535	17750601	50	111.3	130
MEMO024/READ/TRIMMED/MEMO024.Hostout.R1.fastq.gz	MEMO024	FASTQ	DNA	547628	65454078	50	119.5	130
MEMO024/READ/TRIMMED/MEMO024.Hostout.R2.fastq.gz	MEMO024	FASTQ	DNA	547628	65314385	50	119.3	130
MEMO024/READ/TRIMMED/MEMO024.Hostout.unpaired.fastq.gz	MEMO024	FASTQ	DNA	155757	17168545	50	110.2	130
MEMO025/READ/TRIMMED/MEMO025.Hostout.R1.fastq.gz	MEMO025	FASTQ	DNA	1291075	145069697	50	112.4	130
MEMO025/READ/TRIMMED/MEMO025.Hostout.R2.fastq.gz	MEMO025	FASTQ	DNA	1291075	144981370	50	112.3	130
