Sample 1	Sample 2	Matches	Mismatches	Jaccard Index	Mash-like distance	SNPs	SNP distance
MEMO093	MEMO143	2293280	17341022	0.1168	0.0504715	5668	0.00247157
MEMO093	MEMO144	2117457	17739648	0.106635	0.0531136	6001	0.00283406
MEMO093	MEMO145	2111199	17144544	0.10964	0.0523046	5862	0.00277662
MEMO093	MEMO146	1863740	14554606	0.113516	0.0512964	4740	0.00254327
MEMO093	MEMO147	2037318	20306818	0.0911791	0.057711	7347	0.00360621
MEMO093	MEMO148	1831431	17434064	0.0950627	0.0564801	6076	0.00331762
MEMO093	MEMO149	1922892	15726367	0.10895	0.0524881	5373	0.00279423
MEMO093	NEMO01	1618618	13915802	0.104196	0.0537889	4487	0.00277212
MEMO093	NEMO02	1042737	10092418	0.0936437	0.0569234	2111	0.00202448
MEMO093	NEMO03	2574243	22110136	0.104286	0.0537635	7449	0.00289367
MEMO093	NEMO04	1010868	10488532	0.0879062	0.0587933	2246	0.00222185
MEMO093	NEMO05	978447	10191222	0.0875986	0.0588973	2135	0.00218203
MEMO093	NEMO06	2233447	19391004	0.103283	0.0540459	6697	0.0029985
MEMO093	NEMO07	1683714	14673565	0.102934	0.0541451	4790	0.0028449
MEMO093	NEMO08	2478715	23478236	0.0954933	0.056347	7927	0.00319803
MEMO093	NEMO09	404909	11366942	0.0343964	0.0874347	4721	0.0116594
MEMO093	NEMO10	505746	12728393	0.0382153	0.0841573	6117	0.012095
MEMO093	NEMO11	617139	9785825	0.0593234	0.0706205	1209	0.00195904
MEMO093	NEMO12	550111	13993345	0.0378253	0.084476	6824	0.0124048
MEMO093	NEMO13	2986985	32190352	0.0849122	0.0598222	10082	0.00337531
MEMO093	NEMO14	2573518	24747010	0.0941972	0.0567496	8551	0.00332269
MEMO093	NEMO15	2857162	31235012	0.083807	0.060212	9457	0.00330993
MEMO093	NEMO16	3207919	42793008	0.069736	0.0657195	11922	0.00371643
MEMO093	NEMO17	634378	16164489	0.0377631	0.0845272	8124	0.0128062
MEMO093	NEMO18	2392401	21779384	0.0989749	0.0552942	7382	0.0030856
MEMO093	NEMO19	2051064	19034464	0.0972735	0.0558035	6191	0.00301843
MEMO093	NEMO20	2213624	26728278	0.0764851	0.0629424	7267	0.00328285
MEMO093	NEMO21	2697151	34090464	0.0733168	0.064212	9292	0.00344512
MEMO093	NEMO22	1834508	15013747	0.108884	0.0525057	4748	0.00258816
MEMO093	NEMO23	2887271	33763760	0.0787773	0.0620584	10074	0.00348911
MEMO093	NEMO24	711658	20710058	0.0332213	0.0885193	9937	0.0139632
MEMO093	NEMO25	1321559	13376188	0.0899158	0.0581237	3844	0.00290869
MEMO093	NEMO26	683373	19236824	0.0343055	0.0875171	9391	0.0137421
MEMO093	NEMO27	1713526	15479747	0.0996626	0.055091	5166	0.00301484
MEMO093	NEMO28	1913757	15546531	0.109606	0.0523135	4945	0.00258392
MEMO093	NEMO29	2466301	23954794	0.0933459	0.0570174	8231	0.00333739
MEMO093	NEMO30	1858149	15588424	0.106505	0.0531491	5275	0.00283885
MEMO093	NEMO31	2016678	24557092	0.0758898	0.0631766	6267	0.00310759
MEMO093	NEMO32	2774801	29096164	0.0870636	0.059079	8931	0.00321861
MEMO093	NEMO33	2733366	26333808	0.0940362	0.0568001	8512	0.00311411
MEMO093	NEMO34	1915063	17126120	0.100575	0.0548238	5751	0.00300303
MEMO093	NEMO35	2525870	26487084	0.0870601	0.0590802	8391	0.00332202
MEMO093	NEMO36	1475347	20593846	0.066851	0.0669953	4579	0.00310368
MEMO093	NEMO37	1838847	15295901	0.107317	0.0529278	4749	0.0025826
MEMO093	NEMO38	1149449	10754053	0.0965639	0.0560189	2534	0.00220453
MEMO093	NEMO40	1921536	15260180	0.111836	0.0517286	4620	0.00240433
MEMO093	NEMO41	1199579	10849283	0.0995595	0.0551214	2802	0.00233582
MEMO093	NEMO42	1830317	15077827	0.108251	0.0526755	5027	0.00274652
MEMO093	NEMO43	1589281	14961145	0.0960266	0.056183	3919	0.00246589
MEMO093	NEMO44	2558011	24135292	0.0958297	0.0562435	7639	0.0029863
MEMO093	NEMO45	1752282	14760742	0.106115	0.053256	4243	0.00242141
MEMO093	NEMO46	2709655	30537468	0.0815004	0.0610435	8829	0.00325835
MEMO093	NEMO47	1641259	14787314	0.0999027	0.0550204	4771	0.00290691
MEMO093	NEMO48	2438910	24895464	0.089225	0.058352	7774	0.00318749
MEMO093	NEMO49	1860853	17389524	0.0966658	0.0559878	5307	0.00285192
MEMO093	NEMO50	1776927	16467490	0.0973957	0.0557666	5053	0.00284367
MEMO093	NEMO51	2093822	18545288	0.101449	0.0545702	6019	0.00287465
MEMO093	NEMO52	2214640	21176046	0.0946804	0.0565988	6758	0.00305151
MEMO093	NEMO53	3009146	35703552	0.0777302	0.0624587	10417	0.00346178
MEMO093	NEMO54	3081242	40780688	0.0702487	0.0654986	11713	0.00380139
MEMO094	MEMO095	2414862	21769116	0.0998538	0.0550348	10283	0.00425821
MEMO094	MEMO096	2881156	19597270	0.128174	0.0478006	7034	0.00244138
MEMO094	MEMO097	2182138	19170552	0.102195	0.0543558	7429	0.00340446
MEMO094	MEMO098	2551025	18307546	0.122301	0.0491453	5583	0.00218853
MEMO094	MEMO099	2527317	18218172	0.121825	0.0492574	6098	0.00241284
MEMO094	MEMO100	2507948	17828818	0.123321	0.0489067	5655	0.00225483
MEMO094	MEMO101	1936891	14736706	0.116165	0.0506288	4424	0.00228407
MEMO094	MEMO102	17567	16230425	0.00108118	0.197988	175	0.00996186
MEMO094	MEMO103	1989453	17067924	0.104393	0.0537336	7644	0.00384226
MEMO094	MEMO104	2008482	17921192	0.100778	0.0547646	7945	0.00395572
MEMO094	MEMO105	1874058	16613172	0.10137	0.054593	6831	0.00364503
MEMO094	MEMO106	1609192	14449575	0.100206	0.0549314	5107	0.00317364
MEMO094	MEMO107	606987	17126984	0.0342274	0.0875883	8643	0.0142392
MEMO094	MEMO108	1666535	17603768	0.086482	0.0592779	5371	0.00322285
MEMO094	MEMO109	2177469	19009030	0.102776	0.0541898	8250	0.0037888
MEMO094	MEMO110	2986595	20901964	0.125022	0.0485136	7256	0.00242952
MEMO094	MEMO111	9129	26000308	0.000350988	0.234257	133	0.014569
MEMO094	MEMO112	11768	29425008	0.000399772	0.23006	169	0.014361
MEMO094	MEMO113	7577	25133808	0.000301376	0.239171	122	0.0161014
MEMO094	MEMO115	20909	20662612	0.0010109	0.200154	204	0.00975656
MEMO094	MEMO116	21086	21212688	0.000993041	0.200729	219	0.010386
MEMO094	MEMO117	19339	19063786	0.00101341	0.200074	177	0.00915249
MEMO094	MEMO118	19725	16989606	0.00115966	0.19573	175	0.00887199
MEMO094	MEMO119	1016518	12476979	0.0753339	0.0633971	2250	0.00221344
MEMO094	MEMO120	2151835	18236218	0.105544	0.0534135	8595	0.00399427
MEMO094	MEMO121	2186173	19058826	0.102903	0.0541538	7593	0.00347319
MEMO094	MEMO122	2336046	19798036	0.105541	0.0534144	9166	0.00392372
MEMO094	MEMO123	2439372	21888484	0.100271	0.0549126	10051	0.00412032
MEMO094	MEMO124	1974277	16736541	0.105515	0.0534214	7583	0.0038409
MEMO094	MEMO125	2175715	18944060	0.103018	0.0541211	8221	0.00377853
MEMO094	MEMO126	2106198	18422036	0.1026	0.05424	7717	0.00366395
MEMO094	MEMO127	2162590	20954532	0.0935493	0.0569532	8012	0.00370482
MEMO094	MEMO128	1907878	17432250	0.0986487	0.0553911	6340	0.00332306
MEMO094	MEMO129	1725627	16584430	0.0942448	0.0567347	5396	0.00312698
MEMO094	MEMO130	1919397	17547116	0.0985999	0.0554056	6793	0.00353913
MEMO094	MEMO131	928371	12793793	0.0676549	0.066634	2662	0.00286739
MEMO094	MEMO132	773368	21825392	0.0342217	0.0875935	11706	0.0151364
MEMO094	MEMO133	2817254	28921062	0.0887651	0.0585051	11967	0.00424775
MEMO094	MEMO134	2070354	19748928	0.0948864	0.0565348	7412	0.00358006
MEMO094	MEMO135	2027705	17765948	0.102442	0.0542851	7720	0.00380726
MEMO094	MEMO136	2187056	19247004	0.102036	0.0544012	8818	0.0040319
MEMO094	MEMO137	2020529	18569416	0.0981318	0.0555454	7957	0.00393808
MEMO094	MEMO138	2100077	19759716	0.0960703	0.0561696	9102	0.00433413
MEMO094	MEMO139	1778394	15674264	0.101898	0.0544409	5838	0.00328274
MEMO094	MEMO140	2193858	16162563	0.119514	0.0498086	4969	0.00226496
MEMO094	MEMO141	1916374	18511656	0.093811	0.0568708	7112	0.00371118
MEMO094	MEMO142	2136089	18596156	0.103032	0.0541171	7745	0.00362579
MEMO094	MEMO143	2141171	19675384	0.0981443	0.0555416	7908	0.00369331
MEMO094	MEMO144	2250451	19503806	0.103449	0.0539991	8976	0.00398853
MEMO094	MEMO145	2201719	18993648	0.103877	0.0538783	8558	0.00388696
MEMO094	MEMO146	1934187	16443857	0.105244	0.0534964	7003	0.00362064
MEMO094	MEMO147	2907939	20595720	0.123723	0.0488133	6990	0.00240376
MEMO094	MEMO148	2559804	18007462	0.12446	0.0486428	6284	0.00245488
MEMO094	MEMO149	2340339	16921618	0.121501	0.0493341	4855	0.00207449
MEMO094	NEMO01	1721573	15740037	0.0985919	0.055408	6558	0.00380931
MEMO094	NEMO02	1041288	12125461	0.0790847	0.061942	2943	0.00282631
MEMO094	NEMO03	2475129	24338508	0.0923086	0.0573472	10800	0.00436341
MEMO094	NEMO04	1006535	12527343	0.0743715	0.0637829	3063	0.00304311
MEMO094	NEMO05	1004902	12168457	0.0762829	0.0630217	2961	0.00294656
MEMO094	NEMO06	2347694	21192654	0.0997306	0.055071	10025	0.00427015
MEMO094	NEMO07	1814613	16441912	0.0993953	0.0551698	6918	0.00381238
MEMO094	NEMO08	2622705	25220400	0.0941959	0.0567501	11823	0.00450794
MEMO094	NEMO09	409833	13387239	0.0297043	0.0920189	5311	0.0129589
MEMO094	NEMO10	507695	14754640	0.0332646	0.0884787	6762	0.013319
MEMO094	NEMO11	546908	11956432	0.043741	0.0799721	1370	0.00250499
MEMO094	NEMO12	554089	16015534	0.03344	0.0883144	7813	0.0141006
MEMO094	NEMO13	3425817	33342832	0.0931722	0.0570723	13352	0.00389746
MEMO094	NEMO14	2757751	26408688	0.0945522	0.0566388	12473	0.00452289
MEMO094	NEMO15	2922436	33134608	0.0810504	0.0612087	14036	0.00480284
MEMO094	NEMO16	3354913	44529168	0.0700632	0.0655783	17691	0.00527316
MEMO094	NEMO17	646044	18171302	0.0343324	0.0874928	9421	0.0145826
MEMO094	NEMO18	2453948	23686436	0.0938757	0.0568504	10737	0.0043754
MEMO094	NEMO19	2198082	20770572	0.0956992	0.0562836	9362	0.00425917
MEMO094	NEMO20	2394397	28396876	0.0777622	0.0624464	10738	0.00448464
MEMO094	NEMO21	2847633	35819644	0.0736445	0.064078	13936	0.00489389
MEMO094	NEMO22	1850511	17011886	0.0981058	0.0555532	6948	0.00375464
MEMO094	NEMO23	3125556	35317336	0.0813039	0.0611155	14767	0.0047246
MEMO094	NEMO24	739222	22685076	0.0315579	0.0901243	11584	0.0156705
MEMO094	NEMO25	1316710	15416031	0.0786906	0.0620914	5077	0.00385582
MEMO094	NEMO26	711835	21210044	0.0324714	0.0892323	11012	0.0154699
MEMO094	NEMO27	1738206	17460532	0.0905375	0.0579198	6965	0.00400701
MEMO094	NEMO28	1860017	17684156	0.0951699	0.0564469	7178	0.0038591
MEMO094	NEMO29	2629460	25658620	0.0929529	0.0571419	11842	0.00450359
MEMO094	NEMO30	1952126	17430616	0.100715	0.0547831	7644	0.00391573
MEMO094	NEMO31	2061685	26497224	0.0721906	0.0646775	8870	0.00430231
MEMO094	NEMO32	2772547	31130816	0.0817779	0.0609422	13254	0.00478044
MEMO094	NEMO33	2671593	28487500	0.0857404	0.0595337	12386	0.00463619
MEMO094	NEMO34	2020950	18944492	0.0963943	0.0560706	8232	0.00407333
MEMO094	NEMO35	2690083	28188804	0.0871172	0.0590607	12797	0.0047571
MEMO094	NEMO36	1575659	22423368	0.0656551	0.0675414	6449	0.00409289
MEMO094	NEMO37	1740126	17523488	0.0903323	0.057987	6477	0.00372214
MEMO094	NEMO38	1137818	12807460	0.0815916	0.0610102	3366	0.00295829
MEMO094	NEMO40	1794220	17544956	0.0927764	0.057198	6333	0.00352967
MEMO094	NEMO41	1253619	12771348	0.0893848	0.058299	4103	0.00327292
MEMO094	NEMO42	1915514	16937578	0.101602	0.0545261	7350	0.00383709
MEMO094	NEMO43	1647655	16874542	0.0889557	0.0584416	5670	0.00344125
MEMO094	NEMO44	2641493	25998474	0.092231	0.0573721	11486	0.0043483
MEMO094	NEMO45	1733029	16829392	0.0933622	0.0570122	5872	0.00338829
MEMO094	NEMO46	2836810	32313302	0.0807056	0.061336	13379	0.00471621
MEMO094	NEMO47	2152911	15794155	0.119959	0.0497016	4843	0.00224951
MEMO094	NEMO48	2600629	26602170	0.0890541	0.0584088	11756	0.00452044
MEMO094	NEMO49	2056282	19028810	0.097523	0.0557282	7705	0.00374705
MEMO094	NEMO50	1891488	18268512	0.0938238	0.0568667	7132	0.00377058
MEMO094	NEMO51	2128590	20505896	0.0940419	0.0567983	8784	0.00412668
MEMO094	NEMO52	2290742	23053988	0.0903834	0.0579702	9849	0.00429948
MEMO094	NEMO53	3116513	37518964	0.0766944	0.0628605	15301	0.00490965
MEMO094	NEMO54	3399668	42173980	0.0745972	0.063692	18180	0.00534758
MEMO095	MEMO096	2881233	24769736	0.1042	0.0537876	13610	0.00472367
MEMO095	MEMO097	2847135	23013178	0.110097	0.0521837	9223	0.0032394
MEMO095	MEMO098	2453156	23675904	0.0938861	0.0568472	10699	0.00436132
MEMO095	MEMO099	2557783	23329860	0.0988032	0.0553451	11604	0.00453674
MEMO095	MEMO100	2501341	23014652	0.0980303	0.0555758	10775	0.00430769
MEMO095	MEMO101	1915752	19951604	0.0876078	0.0588941	7450	0.00388881
MEMO095	MEMO102	12920	21412338	0.000603027	0.216807	175	0.0135449
MEMO095	MEMO103	2621490	20976468	0.11109	0.0519229	9617	0.00366852
MEMO095	MEMO104	2742902	21624972	0.112562	0.0515409	10024	0.00365452
MEMO095	MEMO105	2544563	20444780	0.110684	0.0520291	8404	0.00330273
MEMO095	MEMO106	2059214	18722150	0.0990895	0.0552602	6531	0.0031716
MEMO095	MEMO107	711792	22089994	0.0312165	0.0904645	10503	0.0147557
MEMO095	MEMO108	2211126	21687204	0.0925222	0.057279	6900	0.00312058
MEMO095	MEMO109	2790874	22954840	0.108401	0.052635	10073	0.00360926
MEMO095	MEMO110	2986965	26073844	0.102783	0.0541878	13961	0.00467398
MEMO095	MEMO111	9283	31172620	0.000297705	0.239566	156	0.0168049
MEMO095	MEMO112	11128	34598904	0.000321525	0.237084	185	0.0166247
MEMO095	MEMO113	7953	30305676	0.000262357	0.243643	150	0.0188608
MEMO095	MEMO115	15504	25846042	0.0005995	0.216996	222	0.0143189
MEMO095	MEMO116	15870	26395740	0.000600872	0.216922	229	0.0144297
MEMO095	MEMO117	14732	24245620	0.000607246	0.216582	194	0.0131686
MEMO095	MEMO118	14536	22172604	0.000655154	0.214134	179	0.0123143
MEMO095	MEMO119	1263674	17155286	0.0686072	0.0662118	2822	0.00223317
MEMO095	MEMO120	2716821	22278864	0.108692	0.0525572	10336	0.00380445
MEMO095	MEMO121	2843228	22917336	0.110371	0.0521114	9770	0.00343624
MEMO095	MEMO122	2985407	23671932	0.111992	0.0516882	11205	0.00375326
MEMO095	MEMO123	3193778	25552290	0.111103	0.0519194	13099	0.00410141
MEMO095	MEMO124	2448777	20960160	0.104609	0.0536733	9156	0.00373901
MEMO095	MEMO125	2890480	22687148	0.113008	0.0514263	10063	0.00348143
MEMO095	MEMO126	2865554	22075944	0.114891	0.0509478	9686	0.00338015
MEMO095	MEMO127	2998964	24454402	0.109238	0.0524112	10061	0.00335483
MEMO095	MEMO128	2555006	21310612	0.107058	0.0529982	8075	0.00316046
MEMO095	MEMO129	2352249	20503804	0.102916	0.0541501	6706	0.00285089
MEMO095	MEMO130	2572344	21413840	0.107243	0.0529479	8426	0.00327561
MEMO095	MEMO131	1070897	17681360	0.0571076	0.0717809	3234	0.0030199
MEMO095	MEMO132	923673	26697402	0.0334409	0.0883136	14335	0.0155196
MEMO095	MEMO133	3843854	32040480	0.107118	0.0529819	15724	0.00409069
MEMO095	MEMO134	2790860	23480534	0.106232	0.053224	9305	0.0033341
MEMO095	MEMO135	2530105	21933766	0.103422	0.0540066	9451	0.00373542
MEMO095	MEMO136	2790440	23212854	0.107311	0.0529294	10839	0.00388433
MEMO095	MEMO137	2626971	22529150	0.104427	0.0537242	9973	0.00379639
MEMO095	MEMO138	2697224	23738040	0.102031	0.0544027	11466	0.00425104
MEMO095	MEMO139	2202493	19998684	0.0992061	0.0552257	7476	0.00339434
MEMO095	MEMO140	2284371	21154156	0.0974622	0.0557466	9113	0.00398928
MEMO095	MEMO141	2558927	22399168	0.102529	0.0542603	8836	0.00345301
MEMO095	MEMO142	2719527	22601900	0.1074	0.0529052	9987	0.00367233
MEMO095	MEMO143	2881710	23366926	0.109785	0.0522661	9882	0.00342921
MEMO095	MEMO144	2873695	23429936	0.109251	0.0524079	10892	0.00379024
MEMO095	MEMO145	2779648	23010410	0.10778	0.0528024	10951	0.00393971
MEMO095	MEMO146	2407664	20669522	0.104331	0.053751	8444	0.00350713
MEMO095	MEMO147	2812387	25959444	0.0977479	0.0556605	13791	0.00490366
MEMO095	MEMO148	2471385	23356920	0.0956851	0.0562879	11653	0.00471517
MEMO095	MEMO149	2473446	21828024	0.101782	0.0544744	9612	0.00388608
MEMO095	NEMO01	2131784	20092234	0.0959225	0.056215	7784	0.0036514
MEMO095	NEMO02	1238546	16903564	0.0682691	0.066361	3544	0.00286142
MEMO095	NEMO03	3552024	27357336	0.114917	0.0509411	13848	0.00389862
MEMO095	NEMO04	1190115	17332802	0.064251	0.0681962	3654	0.00307029
MEMO095	NEMO05	1167199	17016482	0.0641894	0.0682253	3329	0.00285213
MEMO095	NEMO06	3080702	24899256	0.110104	0.0521819	12536	0.0040692
MEMO095	NEMO07	2214070	20815616	0.0961398	0.0561484	8574	0.00387251
MEMO095	NEMO08	3496019	28646392	0.108767	0.0525372	14862	0.00425112
MEMO095	NEMO09	463115	18453294	0.0244822	0.0980919	6248	0.0134912
MEMO095	NEMO10	579094	19784460	0.0284378	0.0933849	8043	0.0138889
MEMO095	NEMO11	640217	16942432	0.0364119	0.0856606	1621	0.00253195
MEMO095	NEMO12	634041	21028248	0.0292693	0.0924812	9263	0.0146095
MEMO095	NEMO13	4334865	36697356	0.105645	0.0533855	19257	0.00444235
MEMO095	NEMO14	3616262	29864286	0.108011	0.0527401	15708	0.00434371
MEMO095	NEMO15	4150092	35851916	0.103747	0.0539149	18416	0.00443749
MEMO095	NEMO16	4876360	46658892	0.0946218	0.0566171	23538	0.00482696
MEMO095	NEMO17	760320	23115368	0.0318449	0.0898412	11616	0.0152778
MEMO095	NEMO18	3347396	27072160	0.110041	0.0521985	13694	0.00409094
MEMO095	NEMO19	2810422	24718512	0.10209	0.0543859	11406	0.00405847
MEMO095	NEMO20	3162572	32033146	0.0898567	0.0581432	13897	0.00439421
MEMO095	NEMO21	4025657	38636216	0.0943619	0.0566981	18457	0.00458484
MEMO095	NEMO22	2438808	21007912	0.104015	0.0538396	8680	0.00355912
MEMO095	NEMO23	4371416	37998232	0.103173	0.0540771	19794	0.00452805
MEMO095	NEMO24	909165	27517808	0.0319825	0.0897065	14466	0.0159113
MEMO095	NEMO25	1629569	19962932	0.0754692	0.0633432	6243	0.00383107
MEMO095	NEMO26	841332	26123670	0.0312009	0.0904802	13421	0.0159521
MEMO095	NEMO27	2221140	21667284	0.0929798	0.0571334	8534	0.00384217
MEMO095	NEMO28	2482886	21611036	0.10305	0.0541119	8840	0.00356037
MEMO095	NEMO29	3493804	29102552	0.107184	0.0529639	15441	0.00441954
MEMO095	NEMO30	2522139	21463208	0.105153	0.0535217	9404	0.00372858
MEMO095	NEMO31	2749969	30293274	0.0832233	0.06042	11281	0.00410223
MEMO095	NEMO32	3978187	33892156	0.105048	0.0535511	17252	0.00433665
MEMO095	NEMO33	3878417	31246470	0.110418	0.0520991	16520	0.00425947
MEMO095	NEMO34	2628143	22902724	0.10294	0.0541433	10553	0.00401538
MEMO095	NEMO35	3584650	31572288	0.101961	0.0544228	16358	0.00456335
MEMO095	NEMO36	1910428	26926448	0.0662495	0.0672686	7939	0.00415561
MEMO095	NEMO37	2394436	21387488	0.100683	0.0547923	8344	0.00348475
MEMO095	NEMO38	1403403	17448908	0.074442	0.0637545	4073	0.00290223
MEMO095	NEMO40	2420728	21464560	0.101348	0.0545994	7932	0.0032767
MEMO095	NEMO41	1476253	17498700	0.0778001	0.0624318	4622	0.0031309
MEMO095	NEMO42	2446459	21048308	0.104128	0.0538079	8800	0.00359704
MEMO095	NEMO43	2171186	21000100	0.0937016	0.0569052	7418	0.00341657
MEMO095	NEMO44	3640023	29174032	0.110929	0.051965	15001	0.00412113
MEMO095	NEMO45	2294652	20878766	0.0990209	0.0552806	7711	0.00336042
MEMO095	NEMO46	3951406	35256728	0.10078	0.054764	17486	0.00442526
MEMO095	NEMO47	2189117	20894362	0.0948348	0.0565508	8983	0.00410348
MEMO095	NEMO48	3572709	29830628	0.106957	0.0530258	15211	0.00425755
MEMO095	NEMO49	2618097	23077800	0.101888	0.0544439	9824	0.00375234
MEMO095	NEMO50	2402026	22420056	0.0967697	0.0559562	9201	0.00383052
MEMO095	NEMO51	2797941	24339814	0.103101	0.0540974	10952	0.00391431
MEMO095	NEMO52	3079900	26648290	0.103602	0.0539558	12870	0.00417871
MEMO095	NEMO53	4462079	40000452	0.100356	0.0548877	20823	0.00466666
MEMO095	NEMO54	4678781	44788376	0.0945836	0.056629	23643	0.00505324
MEMO096	MEMO097	2569043	22330104	0.103178	0.0540757	9585	0.00373096
MEMO096	MEMO098	3036771	21269414	0.124938	0.0485328	7683	0.00252999
MEMO096	MEMO099	2904425	21397316	0.119515	0.0498084	8072	0.00277921
MEMO096	MEMO100	2886326	21005422	0.120808	0.0494984	7181	0.00248794
MEMO096	MEMO101	2173246	18197356	0.106685	0.0530998	5522	0.0025409
MEMO096	MEMO102	9464	20179992	0.00046876	0.224927	144	0.0152156
MEMO096	MEMO103	2325606	20328978	0.102655	0.0542244	9878	0.00424749
MEMO096	MEMO104	2327412	21216692	0.0988533	0.0553303	10221	0.00439157
MEMO096	MEMO105	2180497	19933654	0.0986019	0.055405	8716	0.00399725
MEMO096	MEMO106	1818227	17964864	0.0919081	0.0574757	6662	0.00366401
MEMO096	MEMO107	655522	20963276	0.0303219	0.0913745	9888	0.0150842
MEMO096	MEMO108	2017775	20834648	0.0882959	0.0586622	7105	0.00352121
MEMO096	MEMO109	2562008	22173312	0.103577	0.0539629	10778	0.00420686
MEMO096	MEMO110	3581174	23646166	0.131529	0.047063	8992	0.00251091
MEMO096	MEMO111	8746	29934434	0.000292087	0.240181	148	0.016922
MEMO096	MEMO112	9878	33362148	0.000295996	0.239752	166	0.016805
MEMO096	MEMO113	7645	29067032	0.000262944	0.243571	125	0.0163506
MEMO096	MEMO115	11296	24615200	0.000458693	0.225627	165	0.0146069
MEMO096	MEMO116	11562	25165096	0.000459235	0.225589	189	0.0163467
MEMO096	MEMO117	10409	23015006	0.000452066	0.226096	141	0.013546
MEMO096	MEMO118	10378	20941660	0.000495322	0.22315	133	0.0128156
MEMO096	MEMO119	1168037	16107301	0.067613	0.0666527	2842	0.00243314
MEMO096	MEMO120	2426819	21619610	0.100922	0.0547228	10821	0.00445892
MEMO096	MEMO121	2547199	22270134	0.102638	0.0542292	9846	0.00386542
MEMO096	MEMO122	2683442	23036604	0.104333	0.0537505	11847	0.00441485
MEMO096	MEMO123	2802135	25096316	0.100441	0.054863	13104	0.00467643
MEMO096	MEMO124	2233420	20151616	0.0997729	0.0550586	9737	0.00435968
MEMO096	MEMO125	2474935	22278980	0.0999816	0.0549973	10388	0.00419728
MEMO096	MEMO126	2479125	21609544	0.102917	0.0541499	9758	0.00393607
MEMO096	MEMO127	2609063	23994944	0.0980703	0.0555638	10352	0.00396771
MEMO096	MEMO128	2251095	20679176	0.0981713	0.0555336	8182	0.00363468
MEMO096	MEMO129	2088835	19791374	0.0954669	0.0563551	6937	0.00332099
MEMO096	MEMO130	2247471	20824328	0.097412	0.0557617	8650	0.00384877
MEMO096	MEMO131	987512	16608871	0.0561202	0.0723134	3299	0.00334072
MEMO096	MEMO132	847013	25611464	0.0320129	0.0896768	13823	0.0163197
MEMO096	MEMO133	3339335	31810260	0.0950035	0.0564984	15696	0.00470034
MEMO096	MEMO134	2467950	22887096	0.0973357	0.0557848	9385	0.00380275
MEMO096	MEMO135	2281258	21192200	0.0971846	0.0558304	10104	0.00442914
MEMO096	MEMO136	2462896	22628684	0.0981563	0.0555381	11365	0.00461449
MEMO096	MEMO137	2329578	21884676	0.0962069	0.0561278	10358	0.0044463
MEMO096	MEMO138	2383502	23126224	0.093435	0.0569892	11673	0.00489742
MEMO096	MEMO139	1980514	19203384	0.0934915	0.0569714	7408	0.00374044
MEMO096	MEMO140	2817484	18848672	0.130041	0.0473875	4518	0.00160356
MEMO096	MEMO141	2229273	21819218	0.0926991	0.0572226	9116	0.00408923
MEMO096	MEMO142	2402937	21995820	0.098486	0.0554396	9901	0.00412037
MEMO096	MEMO143	2518202	22854684	0.0992478	0.0552134	10276	0.00408069
MEMO096	MEMO144	2519177	22899714	0.0991065	0.0552552	11438	0.00454037
MEMO096	MEMO145	2471064	22388320	0.0994017	0.0551679	11143	0.00450939
MEMO096	MEMO146	2173057	19899476	0.0984507	0.0554501	8849	0.00407214
MEMO096	MEMO147	3389140	23566680	0.125729	0.0483518	9085	0.00268062
MEMO096	MEMO148	3242725	20574980	0.136148	0.046081	5852	0.00180466
MEMO096	MEMO149	2844613	19846430	0.125363	0.0484355	5915	0.00207937
MEMO096	NEMO01	1893021	19330500	0.0891945	0.0583622	8459	0.00446852
MEMO096	NEMO02	1125462	15890473	0.0661416	0.0673179	3635	0.00322978
MEMO096	NEMO03	2998245	27225636	0.0992012	0.0552272	13985	0.0046644
MEMO096	NEMO04	1069408	16334957	0.0614448	0.0695516	3719	0.00347763
MEMO096	NEMO05	1065193	15981235	0.0624878	0.0690403	3572	0.00335338
MEMO096	NEMO06	2687547	24446308	0.0990477	0.0552726	13166	0.00489889
MEMO096	NEMO07	2026863	19950772	0.0922239	0.0573743	8615	0.00425041
MEMO096	NEMO08	3018650	28361872	0.096195	0.0561315	15457	0.0051205
MEMO096	NEMO09	433914	17272436	0.0245061	0.0980612	6100	0.0140581
MEMO096	NEMO10	539752	18623886	0.0281654	0.0936867	7831	0.0145085
MEMO096	NEMO11	581051	15821506	0.0354244	0.0865167	1662	0.00286033
MEMO096	NEMO12	590383	19876306	0.028846	0.0929378	8886	0.0150512
MEMO096	NEMO13	4040154	36047520	0.100783	0.0547632	17805	0.00440701
MEMO096	NEMO14	3168484	29520584	0.0969279	0.0559082	16356	0.00516209
MEMO096	NEMO15	3447679	36017484	0.0873601	0.0589782	18300	0.00530792
MEMO096	NEMO16	4003789	47164776	0.078247	0.0622604	23470	0.00586195
MEMO096	NEMO17	697321	22002108	0.0307198	0.0909664	10834	0.0155366
MEMO096	NEMO18	2820075	26887542	0.0949277	0.056522	14009	0.0049676
MEMO096	NEMO19	2464688	24170720	0.0925343	0.0572751	11906	0.00483063
MEMO096	NEMO20	2731062	31656908	0.0794191	0.0618159	13952	0.00510864
MEMO096	NEMO21	3301034	38846204	0.0783215	0.062232	18100	0.00548313
MEMO096	NEMO22	2122701	20400866	0.0942435	0.0567351	8835	0.00416215
